Unique ID,Indicator ID,Name,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Pollution_Level
518500,653,Asthma emergency departments visits due to Ozone,"per 100,000 children",Borough,2,Brooklyn,2012-2014,2012-01-02,104,Unhealthy
130811,648,Asthma emergency department visits due to PM2.5,"per 100,000 children",UHF42,307,Gramercy Park - Murray Hill,2005-2007,2005-01-01,61,Moderate
816888,643,Annual vehicle miles traveled,per square mile,UHF42,107,Hunts Point - Mott Haven,2010,2010-01-01,50,Good
816852,643,Annual vehicle miles traveled,per square mile,UHF42,307,Gramercy Park - Murray Hill,2010,2010-01-01,173,Very Unhealthy
151629,643,Annual vehicle miles traveled,per square mile,UHF42,107,Hunts Point - Mott Haven,2005,2005-01-01,42,Good
151636,643,Annual vehicle miles traveled,per square mile,UHF42,207,East Flatbush - Flatbush,2005,2005-01-01,74,Moderate
151666,643,Annual vehicle miles traveled,per square mile,Borough,1,Bronx,2005,2005-01-01,48,Good
670904,386,Ozone (O3),ppb,UHF34,105106107,South Bronx,Summer 2020,2020-06-01,30,Good
334293,365,Fine particles (PM 2.5),mcg/m3,CD,313,Coney Island (CD13),Winter 2014-15,2014-12-01,8,Good
168550,365,Fine particles (PM 2.5),mcg/m3,CD,315,Sheepshead Bay (CD15),Winter 2010-11,2010-12-01,11,Good
169317,365,Fine particles (PM 2.5),mcg/m3,CD,315,Sheepshead Bay (CD15),Summer 2009,2009-06-01,10,Good
168448,365,Fine particles (PM 2.5),mcg/m3,CD,413,Queens Village (CD13),Winter 2008-09,2008-12-01,11,Good
213808,365,Fine particles (PM 2.5),mcg/m3,CD,413,Queens Village (CD13),Winter 2013-14,2013-12-01,10,Good
649657,365,Fine particles (PM 2.5),mcg/m3,Borough,4,Queens,Annual Average 2019,2019-01-01,6,Good
825921,375,Nitrogen dioxide (NO2),ppb,UHF34,208,Canarsie - Flatlands,Summer 2022,2022-06-01,8,Good
172690,375,Nitrogen dioxide (NO2),ppb,UHF34,206,Borough Park,Annual Average 2012,2011-12-01,20,Good
168430,365,Fine particles (PM 2.5),mcg/m3,CD,313,Coney Island (CD13),Winter 2008-09,2008-12-01,10,Good
168625,365,Fine particles (PM 2.5),mcg/m3,CD,413,Queens Village (CD13),Winter 2011-12,2011-12-01,8,Good
168507,365,Fine particles (PM 2.5),mcg/m3,CD,413,Queens Village (CD13),Winter 2009-10,2009-12-01,8,Good
214162,365,Fine particles (PM 2.5),mcg/m3,CD,413,Queens Village (CD13),Annual Average 2014,2013-12-01,8,Good
827050,386,Ozone (O3),ppb,UHF34,105106107,South Bronx,Summer 2022,2022-06-01,32,Good
827059,386,Ozone (O3),ppb,UHF34,408,Jamaica,Summer 2022,2022-06-01,34,Good
412610,375,Nitrogen dioxide (NO2),ppb,UHF34,401,Long Island City - Astoria,Winter 2015-16,2015-12-01,25,Good
172112,375,Nitrogen dioxide (NO2),ppb,UHF34,206,Borough Park,Summer 2010,2010-06-01,18,Good
412772,375,Nitrogen dioxide (NO2),ppb,CD,315,Sheepshead Bay (CD15),Winter 2015-16,2015-12-01,21,Good
741238,375,Nitrogen dioxide (NO2),ppb,CD,315,Sheepshead Bay (CD15),Winter 2020-21,2020-12-01,21,Good
741232,375,Nitrogen dioxide (NO2),ppb,CD,313,Coney Island (CD13),Winter 2020-21,2020-12-01,21,Good
167724,375,Nitrogen dioxide (NO2),ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2012,2011-12-01,17,Good
179586,365,Fine particles (PM 2.5),mcg/m3,Borough,4,Queens,Summer 2012,2012-06-01,10,Good
518790,650,Respiratory hospitalizations due to PM2.5 (age 20+),"per 100,000 adults",Borough,4,Queens,2012-2014,2012-01-02,8,Good
826339,375,Nitrogen dioxide (NO2),ppb,CD,315,Sheepshead Bay (CD15),Summer 2022,2022-06-01,8,Good
518886,648,Asthma emergency department visits due to PM2.5,"per 100,000 children",Borough,4,Queens,2012-2014,2012-01-02,53,Moderate
334299,365,Fine particles (PM 2.5),mcg/m3,CD,315,Sheepshead Bay (CD15),Winter 2014-15,2014-12-01,8,Good
742509,365,Fine particles (PM 2.5),mcg/m3,CD,315,Sheepshead Bay (CD15),Annual Average 2021,2021-01-01,6,Good
172122,375,Nitrogen dioxide (NO2),ppb,UHF34,401,Long Island City - Astoria,Summer 2010,2010-06-01,20,Good
172156,375,Nitrogen dioxide (NO2),ppb,UHF34,401,Long Island City - Astoria,Summer 2011,2011-06-01,20,Good
741076,375,Nitrogen dioxide (NO2),ppb,UHF34,401,Long Island City - Astoria,Winter 2020-21,2020-12-01,23,Good
412060,386,Ozone (O3),ppb,UHF34,408,Jamaica,Summer 2016,2016-06-01,33,Good
221934,386,Ozone (O3),ppb,UHF34,408,Jamaica,Summer 2010,2010-06-01,33,Good
221935,386,Ozone (O3),ppb,UHF34,408,Jamaica,Summer 2011,2011-06-01,32,Good
221989,386,Ozone (O3),ppb,UHF34,105106107,South Bronx,Summer 2011,2011-06-01,32,Good
221988,386,Ozone (O3),ppb,UHF34,105106107,South Bronx,Summer 2010,2010-06-01,32,Good
643708,375,Nitrogen dioxide (NO2),ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2019,2019-01-01,15,Good
165792,375,Nitrogen dioxide (NO2),ppb,CD,412,Jamaica and Hollis (CD12),Winter 2008-09,2008-12-01,28,Good
213276,375,Nitrogen dioxide (NO2),ppb,CD,412,Jamaica and Hollis (CD12),Winter 2013-14,2013-12-01,27,Good
643702,375,Nitrogen dioxide (NO2),ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2019,2019-01-01,14,Good
643654,375,Nitrogen dioxide (NO2),ppb,CD,312,Borough Park (CD12),Annual Average 2019,2019-01-01,17,Good
602998,375,Nitrogen dioxide (NO2),ppb,CD,210,Throgs Neck and Co-op City (CD10),Winter 2017-18,2017-12-01,21,Good
826032,375,Nitrogen dioxide (NO2),ppb,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2022,2022-01-01,15,Good
213256,375,Nitrogen dioxide (NO2),ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2013-14,2013-12-01,27,Good
643648,375,Nitrogen dioxide (NO2),ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2019,2019-01-01,16,Good
643318,375,Nitrogen dioxide (NO2),ppb,UHF42,101,Kingsbridge - Riverdale,Annual Average 2019,2019-01-01,13,Good
643403,375,Nitrogen dioxide (NO2),ppb,UHF42,401,Long Island City - Astoria,Summer 2019,2019-06-01,17,Good
175256,375,Nitrogen dioxide (NO2),ppb,UHF42,201,Greenpoint,Winter 2008-09,2008-12-01,32,Good
518607,655,Asthma hospitalizations due to Ozone,"per 100,000 children",UHF42,201,Greenpoint,2012-2014,2012-01-02,6,Good
518511,653,Asthma emergency departments visits due to Ozone,"per 100,000 children",UHF42,201,Greenpoint,2012-2014,2012-01-02,50,Good
151651,643,Annual vehicle miles traveled,per square mile,UHF42,401,Long Island City - Astoria,2005,2005-01-01,43,Good
154581,643,Annual vehicle miles traveled,per square mile,CD,210,Throgs Neck and Co-op City (CD10),2005,2005-01-01,43,Good
154569,643,Annual vehicle miles traveled,per square mile,CD,110,Central Harlem (CD10),2005,2005-01-01,64,Moderate
151623,643,Annual vehicle miles traveled,per square mile,UHF42,101,Kingsbridge - Riverdale,2005,2005-01-01,45,Good
212318,375,Nitrogen dioxide (NO2),ppb,UHF42,401,Long Island City - Astoria,Winter 2013-14,2013-12-01,29,Good
602788,375,Nitrogen dioxide (NO2),ppb,UHF42,401,Long Island City - Astoria,Winter 2017-18,2017-12-01,27,Good
825711,375,Nitrogen dioxide (NO2),ppb,UHF42,401,Long Island City - Astoria,Annual Average 2022,2022-01-01,17,Good
605342,386,Ozone (O3),ppb,CD,312,Borough Park (CD12),Summer 2018,2018-06-01,30,Good
549425,386,Ozone (O3),ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2017,2017-06-01,30,Good
334282,365,Fine particles (PM 2.5),mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2015,2015-01-01,8,Good
334288,365,Fine particles (PM 2.5),mcg/m3,CD,312,Borough Park (CD12),Annual Average 2015,2015-01-01,8,Good
874496,365,Fine particles (PM 2.5),mcg/m3,CD,112,Washington Heights and Inwood (CD12),Summer 2023,2023-06-01,9,Good
170289,365,Fine particles (PM 2.5),mcg/m3,CD,108,Upper East Side (CD8),Annual Average 2011,2010-12-01,12,Good
213938,365,Fine particles (PM 2.5),mcg/m3,CD,108,Upper East Side (CD8),Summer 2014,2014-06-01,10,Good
170171,365,Fine particles (PM 2.5),mcg/m3,CD,108,Upper East Side (CD8),Annual Average 2009,2008-12-01,12,Good
649923,365,Fine particles (PM 2.5),mcg/m3,CD,110,Central Harlem (CD10),Winter 2018-19,2018-12-01,7,Good
154600,643,Annual vehicle miles traveled,per square mile,CD,317,East Flatbush (CD17),2005,2005-01-01,99,Moderate
154601,643,Annual vehicle miles traveled,per square mile,CD,318,Flatlands and Canarsie (CD18),2005,2005-01-01,39,Good
154574,643,Annual vehicle miles traveled,per square mile,CD,203,Morrisania and Crotona (CD3),2005,2005-01-01,35,Good
151648,643,Annual vehicle miles traveled,per square mile,UHF42,308,Greenwich Village - SoHo,2005,2005-01-01,132,Unhealthy
154586,643,Annual vehicle miles traveled,per square mile,CD,303,Bedford Stuyvesant (CD3),2005,2005-01-01,69,Moderate
816908,643,Annual vehicle miles traveled,per square mile,Borough,2,Brooklyn,2010,2010-01-01,55,Moderate
816907,643,Annual vehicle miles traveled,per square mile,Borough,2,Brooklyn,2019,2019-01-01,66,Moderate
643303,375,Nitrogen dioxide (NO2),ppb,Borough,1,Bronx,Annual Average 2019,2019-01-01,16,Good
175262,375,Nitrogen dioxide (NO2),ppb,UHF42,207,East Flatbush - Flatbush,Winter 2008-09,2008-12-01,30,Good
602743,375,Nitrogen dioxide (NO2),ppb,UHF42,207,East Flatbush - Flatbush,Winter 2017-18,2017-12-01,24,Good
825756,375,Nitrogen dioxide (NO2),ppb,UHF42,207,East Flatbush - Flatbush,Annual Average 2022,2022-01-01,15,Good
643357,375,Nitrogen dioxide (NO2),ppb,UHF42,207,East Flatbush - Flatbush,Annual Average 2019,2019-01-01,16,Good
179268,375,Nitrogen dioxide (NO2),ppb,Borough,1,Bronx,Winter 2008-09,2008-12-01,29,Good
605365,386,Ozone (O3),ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2018,2018-06-01,30,Good
671089,386,Ozone (O3),ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2020,2020-06-01,29,Good
671103,386,Ozone (O3),ppb,CD,403,Jackson Heights (CD3),Summer 2020,2020-06-01,31,Good
549444,386,Ozone (O3),ppb,CD,317,East Flatbush (CD17),Summer 2017,2017-06-01,30,Good
605347,386,Ozone (O3),ppb,CD,317,East Flatbush (CD17),Summer 2018,2018-06-01,31,Good
549418,386,Ozone (O3),ppb,CD,203,Morrisania and Crotona (CD3),Summer 2017,2017-06-01,28,Good
605321,386,Ozone (O3),ppb,CD,203,Morrisania and Crotona (CD3),Summer 2018,2018-06-01,30,Good
643505,375,Nitrogen dioxide (NO2),ppb,UHF34,402,West Queens,Summer 2019,2019-06-01,15,Good
667430,375,Nitrogen dioxide (NO2),ppb,UHF34,402,West Queens,Winter 2019-20,2019-12-01,26,Good
213957,365,Fine particles (PM 2.5),mcg/m3,CD,303,Bedford Stuyvesant (CD3),Summer 2014,2014-06-01,9,Good
170190,365,Fine particles (PM 2.5),mcg/m3,CD,303,Bedford Stuyvesant (CD3),Annual Average 2009,2008-12-01,10,Good
170308,365,Fine particles (PM 2.5),mcg/m3,CD,303,Bedford Stuyvesant (CD3),Annual Average 2011,2010-12-01,10,Good
170204,365,Fine particles (PM 2.5),mcg/m3,CD,317,East Flatbush (CD17),Annual Average 2009,2008-12-01,10,Good
213971,365,Fine particles (PM 2.5),mcg/m3,CD,317,East Flatbush (CD17),Summer 2014,2014-06-01,8,Good
211880,365,Fine particles (PM 2.5),mcg/m3,UHF34,405,Ridgewood - Forest Hills,Winter 2013-14,2013-12-01,11,Good
605857,365,Fine particles (PM 2.5),mcg/m3,UHF34,405,Ridgewood - Forest Hills,Winter 2017-18,2017-12-01,8,Good
649855,365,Fine particles (PM 2.5),mcg/m3,UHF34,405,Ridgewood - Forest Hills,Annual Average 2019,2019-01-01,6,Good
211858,365,Fine particles (PM 2.5),mcg/m3,UHF34,101,Kingsbridge - Riverdale,Winter 2013-14,2013-12-01,12,Good
605806,365,Fine particles (PM 2.5),mcg/m3,UHF34,202,Downtown - Heights - Slope,Winter 2017-18,2017-12-01,9,Good
176573,375,Nitrogen dioxide (NO2),ppb,UHF42,305,Upper East Side,Annual Average 2010,2009-12-01,31,Good
175439,375,Nitrogen dioxide (NO2),ppb,UHF42,305,Upper East Side,Winter 2012-13,2012-12-01,31,Good
212320,375,Nitrogen dioxide (NO2),ppb,UHF42,403,Flushing - Clearview,Winter 2013-14,2013-12-01,26,Good
175260,375,Nitrogen dioxide (NO2),ppb,UHF42,205,Sunset Park,Winter 2008-09,2008-12-01,30,Good
602731,375,Nitrogen dioxide (NO2),ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2017-18,2017-12-01,26,Good
825789,375,Nitrogen dioxide (NO2),ppb,UHF42,103,Fordham - Bronx Pk,Annual Average 2022,2022-01-01,15,Good
602710,375,Nitrogen dioxide (NO2),ppb,UHF42,103,Fordham - Bronx Pk,Winter 2017-18,2017-12-01,22,Good
826367,375,Nitrogen dioxide (NO2),ppb,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2022,2022-01-01,15,Good
213270,375,Nitrogen dioxide (NO2),ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2013-14,2013-12-01,28,Good
165786,375,Nitrogen dioxide (NO2),ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2008-09,2008-12-01,30,Good
603076,375,Nitrogen dioxide (NO2),ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2017-18,2017-12-01,25,Good
643606,375,Nitrogen dioxide (NO2),ppb,CD,208,Riverdale and Fieldston (CD8),Annual Average 2019,2019-01-01,13,Good
603082,375,Nitrogen dioxide (NO2),ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2017-18,2017-12-01,23,Good
643696,375,Nitrogen dioxide (NO2),ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2019,2019-01-01,15,Good
643690,375,Nitrogen dioxide (NO2),ppb,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2019,2019-01-01,16,Good
602716,375,Nitrogen dioxide (NO2),ppb,UHF42,105,Crotona -Tremont,Winter 2017-18,2017-12-01,25,Good
825783,375,Nitrogen dioxide (NO2),ppb,UHF42,105,Crotona -Tremont,Annual Average 2022,2022-01-01,17,Good
176581,375,Nitrogen dioxide (NO2),ppb,UHF42,403,Flushing - Clearview,Annual Average 2010,2009-12-01,21,Good
175437,375,Nitrogen dioxide (NO2),ppb,UHF42,303,East Harlem,Winter 2012-13,2012-12-01,29,Good
643415,375,Nitrogen dioxide (NO2),ppb,UHF42,405,Ridgewood - Forest Hills,Summer 2019,2019-06-01,12,Good
876956,375,Nitrogen dioxide (NO2),ppb,UHF42,405,Ridgewood - Forest Hills,Annual Average 2023,2023-01-01,16,Good
175258,375,Nitrogen dioxide (NO2),ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2008-09,2008-12-01,32,Good
518604,655,Asthma hospitalizations due to Ozone,"per 100,000 children",UHF42,105,Crotona -Tremont,2012-2014,2012-01-02,44,Good
628976,655,Asthma hospitalizations due to Ozone,"per 100,000 children",UHF42,205,Sunset Park,2015-2017,2015-01-01,6,Good
628880,653,Asthma emergency departments visits due to Ozone,"per 100,000 children",UHF42,205,Sunset Park,2015-2017,2015-01-01,47,Good
629005,655,Asthma hospitalizations due to Ozone,"per 100,000 children",UHF42,503,Willowbrook,2015-2017,2015-01-01,5,Good
628909,653,Asthma emergency departments visits due to Ozone,"per 100,000 children",UHF42,503,Willowbrook,2015-2017,2015-01-01,30,Good
518544,653,Asthma emergency departments visits due to Ozone,"per 100,000 children",UHF42,503,Willowbrook,2012-2014,2012-01-02,35,Good
518640,655,Asthma hospitalizations due to Ozone,"per 100,000 children",UHF42,503,Willowbrook,2012-2014,2012-01-02,7,Good
518630,655,Asthma hospitalizations due to Ozone,"per 100,000 children",UHF42,403,Flushing - Clearview,2012-2014,2012-01-02,8,Good
825715,375,Nitrogen dioxide (NO2),ppb,UHF42,310,Lower Manhattan,Summer 2022,2022-06-01,16,Good
827106,386,Ozone (O3),ppb,UHF42,410,Rockaways,Summer 2022,2022-06-01,37,Good
827138,386,Ozone (O3),ppb,UHF42,106,High Bridge - Morrisania,Summer 2022,2022-06-01,31,Good
827127,386,Ozone (O3),ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2022,2022-06-01,37,Good
827107,386,Ozone (O3),ppb,UHF42,409,Southeast Queens,Summer 2022,2022-06-01,34,Good
221893,386,Ozone (O3),ppb,UHF34,303,East Harlem,Summer 2011,2011-06-01,30,Good
221892,386,Ozone (O3),ppb,UHF34,303,East Harlem,Summer 2010,2010-06-01,30,Good
643499,375,Nitrogen dioxide (NO2),ppb,UHF34,304,Upper West Side,Summer 2019,2019-06-01,18,Good
667418,375,Nitrogen dioxide (NO2),ppb,UHF34,304,Upper West Side,Winter 2019-20,2019-12-01,28,Good
176556,375,Nitrogen dioxide (NO2),ppb,UHF42,106,High Bridge - Morrisania,Annual Average 2010,2009-12-01,26,Good
825804,375,Nitrogen dioxide (NO2),ppb,Borough,3,Manhattan,Annual Average 2022,2022-01-01,19,Good
825750,375,Nitrogen dioxide (NO2),ppb,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2022,2022-01-01,14,Good
643366,375,Nitrogen dioxide (NO2),ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2019,2019-01-01,13,Good
643363,375,Nitrogen dioxide (NO2),ppb,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2019,2019-01-01,15,Good
602749,375,Nitrogen dioxide (NO2),ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2017-18,2017-12-01,22,Good
602782,375,Nitrogen dioxide (NO2),ppb,UHF42,309,Union Square - Lower East Side,Winter 2017-18,2017-12-01,28,Good
602785,375,Nitrogen dioxide (NO2),ppb,UHF42,310,Lower Manhattan,Winter 2017-18,2017-12-01,30,Good
175275,375,Nitrogen dioxide (NO2),ppb,UHF42,309,Union Square - Lower East Side,Winter 2008-09,2008-12-01,37,Good
629002,655,Asthma hospitalizations due to Ozone,"per 100,000 children",UHF42,410,Rockaways,2015-2017,2015-01-01,11,Good
628906,653,Asthma emergency departments visits due to Ozone,"per 100,000 children",UHF42,410,Rockaways,2015-2017,2015-01-01,84,Moderate
518530,653,Asthma emergency departments visits due to Ozone,"per 100,000 children",UHF42,309,Union Square - Lower East Side,2012-2014,2012-01-02,127,Unhealthy
518626,655,Asthma hospitalizations due to Ozone,"per 100,000 children",UHF42,309,Union Square - Lower East Side,2012-2014,2012-01-02,14,Good
628895,653,Asthma emergency departments visits due to Ozone,"per 100,000 children",UHF42,309,Union Square - Lower East Side,2015-2017,2015-01-01,124,Unhealthy
628970,655,Asthma hospitalizations due to Ozone,"per 100,000 children",UHF42,106,High Bridge - Morrisania,2015-2017,2015-01-01,39,Good
816869,643,Annual vehicle miles traveled,per square mile,UHF42,209,Bensonhurst - Bay Ridge,2019,2019-01-01,67,Moderate
151638,643,Annual vehicle miles traveled,per square mile,UHF42,209,Bensonhurst - Bay Ridge,2005,2005-01-01,47,Good
151639,643,Annual vehicle miles traveled,per square mile,UHF42,210,Coney Island - Sheepshead Bay,2005,2005-01-01,35,Good
816905,643,Annual vehicle miles traveled,per square mile,Borough,3,Manhattan,2019,2019-01-01,129,Unhealthy
816906,643,Annual vehicle miles traveled,per square mile,Borough,3,Manhattan,2010,2010-01-01,114,Unhealthy
816847,643,Annual vehicle miles traveled,per square mile,UHF42,309,Union Square - Lower East Side,2019,2019-01-01,124,Unhealthy
816848,643,Annual vehicle miles traveled,per square mile,UHF42,309,Union Square - Lower East Side,2010,2010-01-01,112,Unhealthy
518534,653,Asthma emergency departments visits due to Ozone,"per 100,000 children",UHF42,403,Flushing - Clearview,2012-2014,2012-01-02,39,Good
628995,655,Asthma hospitalizations due to Ozone,"per 100,000 children",UHF42,403,Flushing - Clearview,2015-2017,2015-01-01,8,Good
816895,643,Annual vehicle miles traveled,per square mile,UHF42,103,Fordham - Bronx Pk,2019,2019-01-01,59,Moderate
151632,643,Annual vehicle miles traveled,per square mile,UHF42,203,Bedford Stuyvesant - Crown Heights,2005,2005-01-01,94,Moderate
151645,643,Annual vehicle miles traveled,per square mile,UHF42,305,Upper East Side,2005,2005-01-01,124,Unhealthy
151634,643,Annual vehicle miles traveled,per square mile,UHF42,205,Sunset Park,2005,2005-01-01,59,Moderate
151625,643,Annual vehicle miles traveled,per square mile,UHF42,103,Fordham - Bronx Pk,2005,2005-01-01,57,Moderate
154579,643,Annual vehicle miles traveled,per square mile,CD,208,Riverdale and Fieldston (CD8),2005,2005-01-01,32,Good
151655,643,Annual vehicle miles traveled,per square mile,UHF42,405,Ridgewood - Forest Hills,2005,2005-01-01,59,Moderate
154563,643,Annual vehicle miles traveled,per square mile,CD,104,Clinton and Chelsea (CD4),2005,2005-01-01,120,Unhealthy
605310,386,Ozone (O3),ppb,CD,104,Clinton and Chelsea (CD4),Summer 2018,2018-06-01,25,Good
605336,386,Ozone (O3),ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2018,2018-06-01,28,Good
549453,386,Ozone (O3),ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2017,2017-06-01,29,Good
605356,386,Ozone (O3),ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2018,2018-06-01,30,Good
671098,386,Ozone (O3),ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2020,2020-06-01,29,Good
213960,365,Fine particles (PM 2.5),mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2014,2014-06-01,9,Good
170169,365,Fine particles (PM 2.5),mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2009,2008-12-01,14,Good
170287,365,Fine particles (PM 2.5),mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2011,2010-12-01,13,Good
170183,365,Fine particles (PM 2.5),mcg/m3,CD,208,Riverdale and Fieldston (CD8),Annual Average 2009,2008-12-01,11,Good
170301,365,Fine particles (PM 2.5),mcg/m3,CD,208,Riverdale and Fieldston (CD8),Annual Average 2011,2010-12-01,10,Good
213950,365,Fine particles (PM 2.5),mcg/m3,CD,208,Riverdale and Fieldston (CD8),Summer 2014,2014-06-01,8,Good
334198,365,Fine particles (PM 2.5),mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2015,2015-01-01,11,Good
669596,365,Fine particles (PM 2.5),mcg/m3,CD,104,Clinton and Chelsea (CD4),Summer 2020,2020-06-01,8,Good
669903,365,Fine particles (PM 2.5),mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2020,2020-06-01,7,Good
605904,365,Fine particles (PM 2.5),mcg/m3,CD,104,Clinton and Chelsea (CD4),Summer 2018,2018-06-01,10,Good
168470,365,Fine particles (PM 2.5),mcg/m3,CD,206,Belmont and East Tremont (CD6),Winter 2009-10,2009-12-01,11,Good
168588,365,Fine particles (PM 2.5),mcg/m3,CD,206,Belmont and East Tremont (CD6),Winter 2011-12,2011-12-01,10,Good
827473,648,Asthma emergency department visits due to PM2.5,"per 100,000 children",UHF42,103,Fordham - Bronx Pk,2017-2019,2017-01-01,112,Unhealthy
827471,648,Asthma emergency department visits due to PM2.5,"per 100,000 children",UHF42,105,Crotona -Tremont,2017-2019,2017-01-01,119,Unhealthy
649825,365,Fine particles (PM 2.5),mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2019,2019-01-01,6,Good
649831,365,Fine particles (PM 2.5),mcg/m3,UHF34,211,Williamsburg - Bushwick,Annual Average 2019,2019-01-01,7,Good
605833,365,Fine particles (PM 2.5),mcg/m3,UHF34,211,Williamsburg - Bushwick,Winter 2017-18,2017-12-01,9,Good
605827,365,Fine particles (PM 2.5),mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Winter 2017-18,2017-12-01,8,Good
173103,365,Fine particles (PM 2.5),mcg/m3,UHF34,211,Williamsburg - Bushwick,Winter 2008-09,2008-12-01,14,Good
649833,365,Fine particles (PM 2.5),mcg/m3,UHF34,211,Williamsburg - Bushwick,Winter 2018-19,2018-12-01,8,Good
669670,365,Fine particles (PM 2.5),mcg/m3,UHF34,211,Williamsburg - Bushwick,Annual Average 2020,2020-01-01,6,Good
669576,365,Fine particles (PM 2.5),mcg/m3,CD,110,Central Harlem (CD10),Annual Average 2020,2020-01-01,6,Good
547670,365,Fine particles (PM 2.5),mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Winter 2016-17,2016-12-01,8,Good
214141,365,Fine particles (PM 2.5),mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2014,2013-12-01,8,Good
669909,365,Fine particles (PM 2.5),mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2020,2020-06-01,6,Good
827475,648,Asthma emergency department visits due to PM2.5,"per 100,000 children",UHF42,101,Kingsbridge - Riverdale,2017-2019,2017-01-01,48,Good
518628,655,Asthma hospitalizations due to Ozone,"per 100,000 children",UHF42,401,Long Island City - Astoria,2012-2014,2012-01-02,11,Good
643486,375,Nitrogen dioxide (NO2),ppb,UHF34,211,Williamsburg - Bushwick,Annual Average 2019,2019-01-01,19,Good
171573,375,Nitrogen dioxide (NO2),ppb,UHF34,211,Williamsburg - Bushwick,Winter 2008-09,2008-12-01,32,Good
643480,375,Nitrogen dioxide (NO2),ppb,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2019,2019-01-01,15,Good
602872,375,Nitrogen dioxide (NO2),ppb,UHF34,211,Williamsburg - Bushwick,Winter 2017-18,2017-12-01,27,Good
825797,375,Nitrogen dioxide (NO2),ppb,UHF42,101,Kingsbridge - Riverdale,Winter 2021-22,2021-12-01,19,Good
602702,375,Nitrogen dioxide (NO2),ppb,UHF42,101,Kingsbridge - Riverdale,Annual Average 2018,2018-01-01,15,Good
877125,375,Nitrogen dioxide (NO2),ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2023,2023-06-01,14,Good
213407,375,Nitrogen dioxide (NO2),ppb,CD,108,Upper East Side (CD8),Summer 2014,2014-06-01,23,Good
167516,375,Nitrogen dioxide (NO2),ppb,CD,108,Upper East Side (CD8),Annual Average 2009,2008-12-01,34,Good
167634,375,Nitrogen dioxide (NO2),ppb,CD,108,Upper East Side (CD8),Annual Average 2011,2010-12-01,31,Good
643578,375,Nitrogen dioxide (NO2),ppb,CD,110,Central Harlem (CD10),Winter 2018-19,2018-12-01,24,Good
667573,375,Nitrogen dioxide (NO2),ppb,CD,110,Central Harlem (CD10),Annual Average 2020,2020-01-01,19,Good
667646,375,Nitrogen dioxide (NO2),ppb,CD,210,Throgs Neck and Co-op City (CD10),Winter 2019-20,2019-12-01,21,Good
165996,375,Nitrogen dioxide (NO2),ppb,CD,210,Throgs Neck and Co-op City (CD10),Winter 2012-13,2012-12-01,21,Good
167589,375,Nitrogen dioxide (NO2),ppb,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2010,2009-12-01,19,Good
336743,375,Nitrogen dioxide (NO2),ppb,CD,108,Upper East Side (CD8),Summer 2015,2015-06-01,21,Good
